Ticker,Summary,Label,Confidence,URL
DOGE,Mark Cuban promoted cryptocurrency on ‘Ellen’. Cuban’s previous comments led to a spike in value,POSITIVE,0.9981436729431152,https://www.deseret.com/2021/5/1/22411726/dogecoin-mark-cuban-investment-prediction
DOGE,Digital currency has more than doubled in value in a matter of months.,NEGATIVE,0.9414214491844177,https://www.fool.com/investing/2021/04/29/5-reasons-to-avoid-dogecoin-like-the-plague/
DOGE,"Analysts say investing too much into cryptocurrency could be a problem. Musk, Cuban have been tweeting about it",NEGATIVE,0.9991558194160461,https://www.deseret.com/u-s-world/2021/4/29/22409512/dogecoin-all-time-high-record
DOGE,Coin’s value has more than doubled since the start of the year. Tech innovations have made Dogecoin a serious money-maker,POSITIVE,0.9993341565132141,https://finance.yahoo.com/news/dogecoin-dead-elon-musk-mark-194114001.html
DOGE,Dogecoin is adding almost 50% to its price this week. Ethereum is up more than three-fold from the start of the year,POSITIVE,0.9822368621826172,https://www.forbes.com/sites/billybambrough/2021/05/01/ethereum-is-suddenly-rocketing-but-dogecoin-is-still-the-crypto-price-king/
DOGE,"""You are seeing things that are a bit frothy, that’s a fact,"" said Powell. Fed chief upbeat on U.S. economic recovery, well-capitalized banks",POSITIVE,0.9920030832290649,https://www.coindesk.com/dogecoin-federal-reserve-chairman-jerome-powell-capital-markets
DOGE,"Largest cryptocurrency has gained over 7,500% on a year-to-date basis.",POSITIVE,0.9810976386070251,https://www.benzinga.com/markets/cryptocurrency/21/05/20904133/how-is-doge-looking-a-week-away-from-elon-musks-may-8-saturday-night-live-appearance
DOGE,Founder of Galaxy Digital says crypto will make up 2% of global wealth.,POSITIVE,0.9948969483375549,https://markets.businessinsider.com/currencies/news/mike-novogratz-xrp-ripple-dogecoin-bitcoin-insurance-crypto-investments-2021-4-1030373300
DOGE,"‘Some of the asset prices are high,’ Fed chair says. ‘Overall financial stability picture is mixed,’ he says",NEGATIVE,0.9983652234077454,https://www.deseret.com/u-s-world/2021/4/30/22409494/dogecoin-stable-investment-price
DOGE,"Shares of Tesla could see a reaction on Monday, May 10. Musk’s appearance could be a chance to promote the meme coin",POSITIVE,0.9751201272010803,https://www.benzinga.com/markets/cryptocurrency/21/05/20827000/could-elon-musks-snl-hosting-cause-a-bump-in-tesla-or-dogecoin
ETH,"Ethereum touches an intraday low of $2,672.11 before hitting an all-time high. Dogecoin finds stability around the 30 cent mark",NEGATIVE,0.8904660940170288,https://www.benzinga.com/markets/cryptocurrency/21/04/20881404/polygon-matic-hits-all-time-high-ethereum-retreats-and-dogecoin-finds-stability-since-musk
ETH,"Ethereum rallies to late morning high $2,800, settles short of first major resistance level.",NEGATIVE,0.9969916343688965,https://finance.yahoo.com/news/ethereum-litecoin-ripple-xrp-daily-001639450.html
ETH,Dogecoin is adding almost 50% to its price this week. Ethereum is up more than three-fold from the start of the year,POSITIVE,0.9822368621826172,https://www.forbes.com/sites/billybambrough/2021/05/01/ethereum-is-suddenly-rocketing-but-dogecoin-is-still-the-crypto-price-king/
ETH,"BNB comes close to hitting an all-time high today, is up 20% from last week’s crash. BSC-based exchange transacted more than four DEXs on Ethereum",NEGATIVE,0.9882952570915222,https://finance.yahoo.com/news/binance-smart-chain-defi-tvl-133100709.html
ETH,Ethereum has been gaining ground in recent weeks.,POSITIVE,0.9987367391586304,https://www.cnn.com/2021/05/01/investing/ethereum-bitcoin-record-high/index.html
ETH,"Ether hit record after EIB issues first digital bond. Bitcoin still dominates crypto market, but shares have fallen",NEGATIVE,0.9977512955665588,https://www.cnbc.com/2021/04/29/bitcoin-btc-ethereum-eth-cryptocurrency-price-hits-record-high.html
ETH,"New GeForce 466.27 driver adds hashing limit for 3060 cards. Previously, Nvidia tried to limit mining performance on the card",NEGATIVE,0.9923267960548401,https://www.theverge.com/2021/4/29/22409838/nvidia-rtx-3060-etherium-cryptocurrency-mining-limit-back-driver-update
ETH,Ethereum is the second-largest cryptocurrency by market cap. Ether price has fluctuated greatly since 2015,NEGATIVE,0.9682729244232178,https://finance.yahoo.com/news/ethereum-price-surge-know-decide-110011253.html
ETH,"Bitcoin’s price jumped over $4,600 within a 24-hour period. The last time bitcoin traded at this level was almost two weeks",NEGATIVE,0.9958792924880981,https://www.coindesk.com/market-wrap-bitcoin-57k-expirations-ether-steadies
ETH,FundStrat sets a $10K price target on the cryptocurrency. Ethereum is up about 40% for the month to date versus 5% decline for bitcoin,NEGATIVE,0.9975712895393372,https://www.coindesk.com/ether-price-target-10k-fundstrat
BTC,Check the anti-virus settings on your device.,NEGATIVE,0.9931948781013489,https://cointelegraph.com/news/top-5-cryptocurrencies-to-watch-this-week-btc-sol-ht-etc-aave
BTC,The 90-year-old ‘Oracle of Omaha’ called the cryptocurrency ‘disgusting’. Buffett says bringing up the currency is like ‘waving the red flag at the bull,NEGATIVE,0.9989110827445984,https://finance.yahoo.com/news/buffett-and-munger-on-bitcoin-213317653.html
BTC,Analytics platform CryptoQuant sees ‘massive’ Bitcoin transfers. Golden cross indicator hit a year low at the end of April,NEGATIVE,0.9996077418327332,https://dailyhodl.com/2021/05/02/bitcoin-whale-behavior-shows-massive-btc-accumulation-above-50000-says-cryptoquant-ceo/
BTC,"""I don't welcome a currency that's so useful to kidnappers and extortionists,'"" he says.",NEGATIVE,0.992382287979126,https://www.cnbc.com/2021/05/01/charlie-munger-calls-bitcoin-disgusting-and-contrary-to-the-interests-of-civilization.html
BTC,A look at some of the biggest winners and losers in the stock market this year.,POSITIVE,0.999182403087616,https://fortune.com/2021/05/02/bitcoin-mining-hashrate-china-inner-mongolia-ban/
BTC,Ethereum has been gaining ground in recent weeks.,POSITIVE,0.9987367391586304,https://www.cnn.com/2021/05/01/investing/ethereum-bitcoin-record-high/index.html
BTC,SEC delayed rendering decision on VanEck fund this week,NEGATIVE,0.9902442097663879,https://markets.businessinsider.com/currencies/news/bitcoin-etf-sec-approval-us-launch-volatility-market-gensler-2021-4-1030374430
BTC,"‘Of course I hate the bitcoin success,’ Vice Chairman says. Buffett’s company has no exposure to cryptocurrency",NEGATIVE,0.9996762871742249,https://www.marketwatch.com/story/berkshires-munger-bitcoin-rise-disgusting-and-contrary-to-interests-of-civilization-2021-05-01
BTC,This is part 3 of a 12-part series. All quotes inspired by Satoshi Nakamoto,POSITIVE,0.6437949538230896,https://bitcoinmagazine.com/culture/bitcoin-illuminates-inflation-prices
BTC,FundStrat sets a $10K price target on the cryptocurrency. Ethereum is up about 40% for the month to date versus 5% decline for bitcoin,NEGATIVE,0.9975712895393372,https://www.coindesk.com/ether-price-target-10k-fundstrat
